0.132,0.3916,-0.0087,0.0000,0.0000,
0.134,1.2250,-0.0077,0.0000,0.0000,
0.137,2.1809,-0.0039,0.0000,0.0000,
0.139,3.3424,0.0065,0.0000,0.0000,
0.142,4.5236,0.0126,0.0000,0.0000,
0.144,5.6725,0.0152,0.0000,0.0000,
0.147,6.4689,0.0297,0.0000,0.0000,
0.149,6.9759,0.0261,0.0000,0.0000,
0.151,7.1444,0.0235,0.0000,0.0000,
0.154,6.8511,0.0303,0.0000,0.0000,
0.156,5.7689,0.0377,0.0000,0.0000,
0.159,4.3360,0.0061,0.0000,0.0000,
0.161,3.4252,-0.0206,0.0000,0.0000,
0.164,2.6424,0.0210,0.0000,0.0000,
0.166,1.8934,0.0174,0.0000,0.0000,
0.169,1.2144,-0.0219,0.0000,0.0000,
0.171,0.7013,-0.0129,0.0000,0.0000,
0.174,0.3661,0.0071,0.0000,0.0000,
0.176,0.1602,-0.0084,0.0000,0.0000,
0.179,0.0538,-0.0219,0.0000,0.0000,
0.181,0.0271,-0.0035,0.0000,0.0000,
0.183,0.0219,0.0036,0.0000,0.0000,
0.186,0.0039,-0.0167,0.0000,0.0000,
0.188,0.0045,-0.0142,0.0000,0.0000,
0.191,0.0174,0.0036,0.0000,0.0000,
0.193,0.0090,-0.0087,0.0000,0.0000,
0.196,-0.0003,-0.0193,0.0000,0.0000,
0.198,0.0116,-0.0006,0.0000,0.0000,
0.201,0.0113,-0.0013,0.0000,0.0000,
0.203,0.0013,-0.0167,0.0000,0.0000,
0.206,0.0048,-0.0087,0.0000,0.0000,
0.208,0.0100,-0.0003,0.0000,0.0000,
0.211,0.0042,-0.0103,0.0000,0.0000,
0.213,0.0007,-0.0145,0.0000,0.0000,
0.216,0.0068,-0.0026,0.0000,0.0000,
0.218,0.0081,-0.0032,0.0000,0.0000,
0.221,0.0003,-0.0145,0.0000,0.0000,
0.223,0.0007,-0.0103,0.0000,0.0000,
0.225,0.0055,-0.0029,0.0000,0.0000,
0.228,0.0036,-0.0087,0.0000,0.0000,
0.230,-0.0010,-0.0126,0.0000,0.0000,
0.233,0.0042,-0.0042,0.0000,0.0000,
0.235,0.0052,-0.0048,0.0000,0.0000,
0.238,-0.0003,-0.0138,0.0000,0.0000,
0.240,0.0029,-0.0084,0.0000,0.0000,
0.243,0.0052,-0.0026,0.0000,0.0000,
0.245,-0.0003,-0.0100,0.0000,0.0000,
0.248,0.0010,-0.0113,0.0000,0.0000,
0.250,0.0058,-0.0061,0.0000,0.0000,
0.253,0.0026,-0.0064,0.0000,0.0000,
0.255,0.0019,-0.0106,0.0000,0.0000,
0.257,0.0019,-0.0077,0.0000,0.0000,
0.260,0.0058,-0.0042,0.0000,0.0000,
0.262,0.0023,-0.0074,0.0000,0.0000,
0.265,0.0013,-0.0093,0.0000,0.0000,
0.267,0.0055,-0.0061,0.0000,0.0000,
0.270,0.0052,-0.0048,0.0000,0.0000,
0.272,0.0010,-0.0093,0.0000,0.0000,
0.275,0.0019,-0.0074,0.0000,0.0000,
0.277,0.0052,-0.0064,0.0000,0.0000,
0.280,0.0048,-0.0080,0.0000,0.0000,
0.283,0.0007,-0.0097,0.0000,0.0000,
0.286,0.0039,-0.0074,0.0000,0.0000,
0.288,0.0023,-0.0087,0.0000,0.0000,
0.291,0.0000,-0.0071,0.0000,0.0000,
0.293,0.0023,-0.0084,0.0000,0.0000,
0.296,0.0036,-0.0077,0.0000,0.0000,
0.299,0.0026,-0.0077,0.0000,0.0000,
0.301,0.0029,-0.0074,0.0000,0.0000,
0.304,0.0042,-0.0068,0.0000,0.0000,
0.307,0.0013,-0.0074,0.0000,0.0000,
0.310,0.0032,-0.0071,0.0000,0.0000,
0.313,0.0036,-0.0077,0.0000,0.0000,
0.315,0.0016,-0.0080,0.0000,0.0000,
0.318,0.0026,-0.0061,0.0000,0.0000,
0.321,0.0013,-0.0080,0.0000,0.0000,
0.324,0.0007,-0.0090,0.0000,0.0000,
0.326,0.0013,-0.0061,0.0000,0.0000,
0.329,0.0016,-0.0097,0.0000,0.0000,
0.332,0.0019,-0.0106,0.0000,0.0000,
0.334,0.0026,-0.0074,0.0000,0.0000,
0.337,0.0023,-0.0090,0.0000,0.0000,
0.340,0.0023,-0.0090,0.0000,0.0000,
0.342,0.0016,-0.0068,0.0000,0.0000,
0.345,0.0029,-0.0071,0.0000,0.0000,
0.348,0.0036,-0.0087,0.0000,0.0000,
0.350,0.0029,-0.0087,0.0000,0.0000,
0.353,0.0036,-0.0068,0.0000,0.0000,
0.355,0.0029,-0.0084,0.0000,0.0000,
0.358,0.0036,-0.0090,0.0000,0.0000,
0.361,0.0023,-0.0080,0.0000,0.0000,
0.364,0.0029,-0.0074,0.0000,0.0000,
0.367,0.0029,-0.0077,0.0000,0.0000,
0.369,0.0023,-0.0061,0.0000,0.0000,
0.372,0.0019,-0.0093,0.0000,0.0000,
0.375,0.0016,-0.0080,0.0000,0.0000,
0.377,0.0023,-0.0068,0.0000,0.0000,
0.380,0.0013,-0.0074,0.0000,0.0000,
0.383,0.0055,-0.0087,0.0000,0.0000,
0.385,0.0016,-0.0077,0.0000,0.0000,
0.388,0.0026,-0.0068,0.0000,0.0000,
0.390,0.0013,-0.0080,0.0000,0.0000,
0.393,0.0032,-0.0087,0.0000,0.0000,
0.395,0.0029,-0.0077,0.0000,0.0000,
0.398,0.0029,-0.0068,0.0000,0.0000,
0.401,0.0023,-0.0080,0.0000,0.0000,
0.403,0.0026,-0.0084,0.0000,0.0000,
0.406,0.0026,-0.0080,0.0000,0.0000,
0.409,0.0013,-0.0087,0.0000,0.0000,
0.411,0.0019,-0.0093,0.0000,0.0000,
0.414,0.0019,-0.0080,0.0000,0.0000,
0.417,0.0026,-0.0074,0.0000,0.0000,
0.419,0.0016,-0.0077,0.0000,0.0000,
0.422,0.0013,-0.0080,0.0000,0.0000,
0.425,0.0019,-0.0074,0.0000,0.0000,
0.428,0.0023,-0.0080,0.0000,0.0000,
0.434,0.0016,-0.0068,0.0000,0.0000,
0.437,0.0029,-0.0077,0.0000,0.0000,
0.439,0.0007,-0.0074,0.0000,0.0000,
0.442,0.0013,-0.0074,0.0000,0.0000,
0.444,0.0019,-0.0080,0.0000,0.0000,
0.447,0.0026,-0.0074,0.0000,0.0000,
0.449,0.0019,-0.0077,0.0000,0.0000,
0.452,0.0029,-0.0068,0.0000,0.0000,
0.455,0.0016,-0.0080,0.0000,0.0000,
0.460,0.0029,-0.0077,0.0000,0.0000,
0.462,0.0048,-0.0074,0.0000,0.0000,
0.465,0.0029,-0.0077,0.0000,0.0000,
0.468,0.0036,-0.0068,0.0000,0.0000,
0.470,0.0026,-0.0068,0.0000,0.0000,
0.474,0.0019,-0.0087,0.0000,0.0000,
0.476,0.0023,-0.0077,0.0000,0.0000,
0.479,0.0032,-0.0074,0.0000,0.0000,
0.482,0.0026,-0.0084,0.0000,0.0000,
0.485,0.0019,-0.0080,0.0000,0.0000,
0.487,0.0036,-0.0068,0.0000,0.0000,
0.490,0.0016,-0.0068,0.0000,0.0000,
0.493,0.0026,-0.0077,0.0000,0.0000,
0.495,0.0026,-0.0077,0.0000,0.0000,
0.498,0.0010,-0.0074,0.0000,0.0000,
0.501,0.0029,-0.0087,0.0000,0.0000,
0.503,0.0023,-0.0077,0.0000,0.0000,
0.506,0.0026,-0.0074,0.0000,0.0000,
0.509,0.0007,-0.0077,0.0000,0.0000,
0.511,0.0016,-0.0087,0.0000,0.0000,
0.514,0.0023,-0.0061,0.0000,0.0000,
0.517,0.0026,-0.0077,0.0000,0.0000,
0.520,0.0023,-0.0080,0.0000,0.0000,
0.522,0.0026,-0.0084,0.0000,0.0000,
0.525,0.0016,-0.0080,0.0000,0.0000,
0.528,0.0023,-0.0084,0.0000,0.0000,
0.531,0.0016,-0.0084,0.0000,0.0000,
0.534,0.0032,-0.0068,0.0000,0.0000,
0.537,0.0026,-0.0080,0.0000,0.0000,
0.539,0.0013,-0.0087,0.0000,0.0000,
0.542,0.0013,-0.0074,0.0000,0.0000,
0.545,0.0023,-0.0077,0.0000,0.0000,
0.548,0.0026,-0.0074,0.0000,0.0000,
0.551,0.0016,-0.0077,0.0000,0.0000,
0.554,0.0019,-0.0074,0.0000,0.0000,
0.556,0.0026,-0.0080,0.0000,0.0000,
0.559,0.0019,-0.0087,0.0000,0.0000,
0.561,0.0019,-0.0074,0.0000,0.0000,
0.564,0.0007,-0.0084,0.0000,0.0000,
0.567,0.0032,-0.0068,0.0000,0.0000,
0.572,0.0026,-0.0074,0.0000,0.0000,
0.575,0.0029,-0.0074,0.0000,0.0000,
0.578,0.0013,-0.0077,0.0000,0.0000,
0.581,0.0019,-0.0074,0.0000,0.0000,
0.584,0.0036,-0.0084,0.0000,0.0000,
0.587,0.0029,-0.0080,0.0000,0.0000,
0.590,0.0026,-0.0077,0.0000,0.0000,
0.593,0.0045,-0.0077,0.0000,0.0000,
0.596,0.0023,-0.0084,0.0000,0.0000,
0.599,0.0026,-0.0074,0.0000,0.0000,
0.602,0.0029,-0.0077,0.0000,0.0000,
