0.106,0.0774,-0.0071,0.0000,0.0000,
0.109,0.1212,-0.0071,0.0000,0.0000,
0.111,0.1541,-0.0068,0.0000,0.0000,
0.114,0.1889,-0.0064,0.0000,0.0000,
0.116,0.2227,-0.0064,0.0000,0.0000,
0.119,0.2601,-0.0071,0.0000,0.0000,
0.122,0.2930,-0.0061,0.0000,0.0000,
0.125,0.3204,-0.0055,0.0000,0.0000,
0.128,0.3439,-0.0061,0.0000,0.0000,
0.131,0.3632,-0.0061,0.0000,0.0000,
0.134,0.3739,-0.0055,0.0000,0.0000,
0.137,0.3745,-0.0061,0.0000,0.0000,
0.141,0.3481,-0.0051,0.0000,0.0000,
0.144,0.3171,-0.0061,0.0000,0.0000,
0.147,0.2839,-0.0061,0.0000,0.0000,
0.151,0.2398,-0.0061,0.0000,0.0000,
0.155,0.2130,-0.0061,0.0000,0.0000,
0.159,0.1902,-0.0055,0.0000,0.0000,
0.164,0.1676,-0.0061,0.0000,0.0000,
0.169,0.1512,-0.0071,0.0000,0.0000,
0.173,0.1380,-0.0064,0.0000,0.0000,
0.178,0.1270,-0.0071,0.0000,0.0000,
0.182,0.1196,-0.0074,0.0000,0.0000,
0.185,0.1141,-0.0068,0.0000,0.0000,
0.188,0.1099,-0.0074,0.0000,0.0000,
0.190,0.1057,-0.0068,0.0000,0.0000,
0.193,0.1019,-0.0068,0.0000,0.0000,
0.196,0.0986,-0.0068,0.0000,0.0000,
0.199,0.0964,-0.0064,0.0000,0.0000,
0.203,0.0925,-0.0068,0.0000,0.0000,
0.207,0.0948,-0.0064,0.0000,0.0000,
0.211,0.0957,-0.0071,0.0000,0.0000,
0.215,0.0980,-0.0077,0.0000,0.0000,
0.219,0.0993,-0.0064,0.0000,0.0000,
0.223,0.0996,-0.0068,0.0000,0.0000,
0.228,0.0986,-0.0068,0.0000,0.0000,
0.232,0.1002,-0.0077,0.0000,0.0000,
0.236,0.0999,-0.0087,0.0000,0.0000,
0.240,0.0999,-0.0064,0.0000,0.0000,
0.244,0.0996,-0.0071,0.0000,0.0000,
0.249,0.0986,-0.0061,0.0000,0.0000,
0.254,0.0999,-0.0074,0.0000,0.0000,
0.258,0.1012,-0.0068,0.0000,0.0000,
0.262,0.1002,-0.0042,0.0000,0.0000,
0.267,0.1009,-0.0068,0.0000,0.0000,
0.270,0.1031,-0.0068,0.0000,0.0000,
0.273,0.1041,-0.0068,0.0000,0.0000,
0.275,0.1035,-0.0077,0.0000,0.0000,
0.278,0.1048,-0.0071,0.0000,0.0000,
0.281,0.1054,-0.0071,0.0000,0.0000,
0.283,0.1077,-0.0068,0.0000,0.0000,
0.286,0.1096,-0.0074,0.0000,0.0000,
0.289,0.1115,-0.0074,0.0000,0.0000,
0.292,0.1125,-0.0068,0.0000,0.0000,
0.294,0.1144,-0.0077,0.0000,0.0000,
0.297,0.1154,-0.0071,0.0000,0.0000,
0.300,0.1154,-0.0084,0.0000,0.0000,
0.302,0.1167,-0.0077,0.0000,0.0000,
