0.226900,0.187260,0.000000,0.000000
0.226256,0.186293,0.000000,0.000000
0.226256,0.186615,0.000000,0.000000
0.225933,0.186937,0.000000,0.000000
0.226578,0.187260,0.000000,0.000000
0.227222,0.186937,0.000000,0.000000
0.226578,0.187904,0.000000,0.000000
0.227222,0.188226,0.000000,0.000000
0.228189,0.188549,0.000000,0.000000
0.228511,0.188871,0.000000,0.000000
0.227867,0.189193,0.000000,0.000000
0.227867,0.189516,0.000000,0.000000
0.227545,0.189193,0.000000,0.000000
0.227545,0.189193,0.000000,0.000000
0.227222,0.188871,0.000000,0.000000
0.226256,0.189193,0.000000,0.000000
0.225933,0.187904,0.000000,0.000000
0.225611,0.188226,0.000000,0.000000
0.225289,0.187582,0.000000,0.000000
0.225933,0.187582,0.000000,0.000000
0.224966,0.188226,0.000000,0.000000
0.224644,0.188226,0.000000,0.000000
0.225933,0.188871,0.000000,0.000000
0.226578,0.188549,0.000000,0.000000
0.225933,0.189193,0.000000,0.000000
0.226578,0.190482,0.000000,0.000000
0.226578,0.190805,0.000000,0.000000
0.226900,0.191127,0.000000,0.000000
0.226578,0.191449,0.000000,0.000000
0.226578,0.190160,0.000000,0.000000
0.226256,0.190482,0.000000,0.000000
0.225933,0.191127,0.000000,0.000000
0.225289,0.189516,0.000000,0.000000
0.224644,0.188871,0.000000,0.000000
0.224644,0.189838,0.000000,0.000000
0.224322,0.188871,0.000000,0.000000
0.224322,0.188226,0.000000,0.000000
0.223677,0.188871,0.000000,0.000000
0.224322,0.189516,0.000000,0.000000
0.223677,0.190160,0.000000,0.000000
0.224644,0.190805,0.000000,0.000000
0.224966,0.190482,0.000000,0.000000
0.226256,0.191772,0.000000,0.000000
0.225611,0.192094,0.000000,0.000000
0.225933,0.192416,0.000000,0.000000
0.225611,0.192094,0.000000,0.000000
0.224966,0.191449,0.000000,0.000000
0.225289,0.191127,0.000000,0.000000
0.224322,0.190805,0.000000,0.000000
0.224322,0.190482,0.000000,0.000000
0.223677,0.190482,0.000000,0.000000
0.223033,0.190160,0.000000,0.000000
0.223355,0.189838,0.000000,0.000000
0.223355,0.189516,0.000000,0.000000
0.223033,0.190160,0.000000,0.000000
0.223355,0.190482,0.000000,0.000000
0.223677,0.191127,0.000000,0.000000
0.224322,0.190805,0.000000,0.000000
0.224966,0.192094,0.000000,0.000000
0.224644,0.193061,0.000000,0.000000
0.224322,0.192738,0.000000,0.000000
0.224644,0.193383,0.000000,0.000000
0.224000,0.192738,0.000000,0.000000
0.224322,0.192094,0.000000,0.000000
0.223033,0.192094,0.000000,0.000000
0.223355,0.192094,0.000000,0.000000
0.222388,0.191772,0.000000,0.000000
0.222388,0.191127,0.000000,0.000000
0.221744,0.190482,0.000000,0.000000
0.221744,0.190805,0.000000,0.000000
0.221744,0.190805,0.000000,0.000000
0.222388,0.191772,0.000000,0.000000
0.222066,0.191772,0.000000,0.000000
0.222710,0.192738,0.000000,0.000000
0.223033,0.192416,0.000000,0.000000
0.223677,0.193383,0.000000,0.000000
0.223677,0.193383,0.000000,0.000000
0.223677,0.194027,0.000000,0.000000
0.223033,0.193705,0.000000,0.000000
0.223355,0.193705,0.000000,0.000000
0.223033,0.193061,0.000000,0.000000
0.222066,0.193061,0.000000,0.000000
0.222388,0.192416,0.000000,0.000000
0.221744,0.192416,0.000000,0.000000
0.221099,0.191772,0.000000,0.000000
0.220454,0.191449,0.000000,0.000000
