Load Cell1,Load Cell2,Muscle Length 1, Muscle Length2
5.165636,0.136677,1.000000,1.000000
5.168437,0.139383,1.000000,1.000000
5.175441,0.136677,1.000000,1.000000
5.174040,0.142090,1.000000,1.000000
5.174040,0.139383,1.000000,1.000000
5.172639,0.139383,1.000000,1.000000
5.174040,0.136677,1.000000,1.000000
5.176841,0.136677,1.000000,1.000000
5.175441,0.138030,1.000000,1.000000
5.174040,0.140737,1.000000,1.000000
5.175441,0.135324,1.000000,1.000000
5.178242,0.140737,1.000000,1.000000
5.181043,0.135324,1.000000,1.000000
5.179643,0.138030,1.000000,1.000000
5.183845,0.142090,1.000000,1.000000
5.183845,0.138030,1.000000,1.000000
5.185245,0.133970,1.000000,1.000000
5.185245,0.136677,1.000000,1.000000
5.185245,0.136677,1.000000,1.000000
5.185245,0.136677,1.000000,1.000000
5.181043,0.135324,1.000000,1.000000
5.186646,0.140737,1.000000,1.000000
5.192249,0.136677,1.000000,1.000000
5.190848,0.143443,1.000000,1.000000
5.190848,0.139383,1.000000,1.000000
5.190848,0.133970,1.000000,1.000000
5.196451,0.140737,1.000000,1.000000
5.196451,0.131264,1.000000,1.000000
5.192249,0.136677,1.000000,1.000000
5.192249,0.138030,1.000000,1.000000
5.193649,0.139383,1.000000,1.000000
5.193649,0.139383,1.000000,1.000000
5.196451,0.133970,1.000000,1.000000
5.200653,0.140737,1.000000,1.000000
5.204855,0.139383,1.000000,1.000000
5.199252,0.139383,1.000000,1.000000
5.200653,0.142090,1.000000,1.000000
5.203454,0.138030,1.000000,1.000000
5.207656,0.138030,1.000000,1.000000
5.202053,0.135324,1.000000,1.000000
5.203454,0.139383,1.000000,1.000000
5.207656,0.135324,1.000000,1.000000
5.200653,0.138030,1.000000,1.000000
5.207656,0.133970,1.000000,1.000000
5.207656,0.136677,1.000000,1.000000
5.204855,0.140737,1.000000,1.000000
5.210457,0.138030,1.000000,1.000000
5.211858,0.143443,1.000000,1.000000
5.211858,0.138030,1.000000,1.000000
5.221663,0.138030,1.000000,1.000000
5.213259,0.138030,1.000000,1.000000
5.214659,0.136677,1.000000,1.000000
5.216060,0.136677,1.000000,1.000000
5.216060,0.139383,1.000000,1.000000
5.216060,0.132617,1.000000,1.000000
5.217461,0.139383,1.000000,1.000000
5.220262,0.138030,1.000000,1.000000
5.216060,0.136677,1.000000,1.000000
5.218861,0.135324,1.000000,1.000000
5.223063,0.143443,1.000000,1.000000
5.223063,0.139383,1.000000,1.000000
5.224464,0.136677,1.000000,1.000000
5.223063,0.140737,1.000000,1.000000
5.224464,0.136677,1.000000,1.000000
5.228666,0.139383,1.000000,1.000000
5.225865,0.133970,0.999991,1.000000
5.230067,0.135324,0.999991,1.000000
5.230067,0.139383,0.999991,1.000000
5.230067,0.136677,0.999991,1.000000
5.230067,0.138030,0.999991,1.000000
5.231467,0.138030,0.999991,1.000000
5.227265,0.138030,0.999991,1.000000
5.230067,0.138030,0.999991,1.000000
5.232868,0.136677,0.999991,1.000000
5.235669,0.139383,0.999991,1.000000
5.234269,0.133970,0.999991,1.000000
5.230067,0.143443,0.999991,1.000000
5.237070,0.139383,0.999991,1.000000
5.238471,0.138030,0.999991,1.000000
5.238471,0.139383,0.999991,1.000000
5.238471,0.138030,0.999991,1.000000
5.235669,0.138030,0.999991,1.000000
5.234269,0.138030,0.999991,1.000000
5.239871,0.133970,0.999991,1.000000
5.248275,0.139383,0.999991,1.000000
5.242673,0.136677,0.999991,1.000000
5.239871,0.140737,0.999991,1.000000
5.241272,0.136677,0.999991,1.000000
5.246875,0.136677,0.999991,1.000000
5.244073,0.139383,0.999991,1.000000
5.245474,0.144796,0.999991,1.000000
5.242673,0.139383,0.999991,1.000000
5.249676,0.138030,0.999991,1.000000
5.241272,0.143443,0.999991,1.000000
5.248275,0.140737,0.999991,1.000000
5.249676,0.138030,0.999991,1.000000
5.252477,0.132617,0.999991,1.000000
5.246875,0.138030,0.999991,1.000000
5.252477,0.143443,0.999991,1.000000
5.251076,0.139383,0.999991,1.000000
5.251076,0.142090,0.999991,1.000000
5.251076,0.138030,0.999991,1.000000
5.255278,0.140737,0.999991,1.000000
5.255278,0.140737,0.999991,1.000000
5.248275,0.136677,0.999991,1.000000
5.256679,0.140737,0.999991,1.000000
5.258080,0.142090,0.999991,1.000000
5.258080,0.139383,0.999991,1.000000
5.256679,0.142090,0.999991,1.000000
5.256679,0.146149,0.999991,1.000000
5.259480,0.139383,0.999991,1.000000
5.262282,0.139383,0.999991,1.000000
5.258080,0.140737,0.999991,1.000000
5.267884,0.139383,0.999991,1.000000
5.262282,0.140737,0.999991,1.000000
5.256679,0.138030,0.999991,1.000000
5.263682,0.139383,0.999991,1.000000
5.263682,0.138030,0.999991,1.000000
5.263682,0.142090,0.999991,1.000000
5.262282,0.139383,0.999991,1.000000
5.266484,0.138030,0.999991,1.000000
5.267884,0.140737,0.999991,1.000000
5.270686,0.140737,0.999991,1.000000
5.266484,0.140737,0.999991,1.000000
5.262282,0.138030,0.999991,1.000000
5.265083,0.142090,0.999991,1.000000
5.270686,0.140737,0.999991,1.000000
5.269285,0.136677,0.999991,1.000000
5.274888,0.143443,0.999991,1.000000
5.274888,0.138030,0.999991,1.000000
5.269285,0.140737,0.999991,1.000000
5.277689,0.147503,0.999991,1.000000
5.270686,0.140737,0.999991,1.000000
5.277689,0.139383,0.999991,1.000000
5.274888,0.139383,0.999991,1.000000
5.276288,0.144796,0.999991,1.000000
5.274888,0.142090,0.999991,1.000000
5.274888,0.139383,0.999991,1.000000
5.274888,0.136677,0.999991,1.000000
5.277689,0.139383,0.999991,1.000000
5.276288,0.144796,0.999991,1.000000
5.276288,0.140737,0.999991,1.000000
5.279090,0.140737,0.999991,1.000000
5.279090,0.144796,0.999991,1.000000
5.284692,0.142090,0.999991,1.000000
5.279090,0.143443,0.999991,1.000000
5.280490,0.140737,0.999991,1.000000
5.281891,0.140737,0.999991,1.000000
5.281891,0.139383,0.999991,1.000000
5.281891,0.140737,0.999991,1.000000
5.284692,0.142090,0.999991,1.000000
5.284692,0.140737,0.999991,1.000000
5.283292,0.143443,0.999991,1.000000
5.281891,0.142090,0.999991,1.000000
5.281891,0.139383,0.999991,1.000000
5.288894,0.136677,0.999991,1.000000
5.287494,0.138030,0.999991,1.000000
5.287494,0.138030,0.999991,1.000000
5.293096,0.142090,0.999991,1.000000
5.286093,0.140737,0.999991,1.000000
5.286093,0.143443,0.999991,1.000000
5.290295,0.143443,0.999991,1.000000
5.286093,0.146149,0.999991,1.000000
5.288894,0.139383,0.999991,1.000000
5.288894,0.143443,0.999991,1.000000
5.293096,0.142090,0.999991,1.000000
5.290295,0.140737,0.999991,1.000000
5.291696,0.143443,0.999991,1.000000
5.294497,0.143443,0.999991,1.000000
5.293096,0.143443,0.999991,1.000000
5.288894,0.143443,0.999991,1.000000
