Load Cell1,Load Cell2,Muscle Length 1, Muscle Length2
0.198894,3.683510,1.000000,1.000000
0.198894,3.691630,1.000000,1.000000
0.205897,3.692983,1.000000,1.000000
0.208698,3.694336,1.000000,1.000000
0.205897,3.692983,1.000000,1.000000
0.205897,3.705162,1.000000,1.000000
0.203096,3.707869,1.000000,1.000000
0.203096,3.711928,1.000000,1.000000
0.201695,3.718695,1.000000,1.000000
0.208698,3.720048,1.000000,0.999991
0.211500,3.724108,1.000000,0.999991
0.203096,3.728167,1.000000,0.999991
0.203096,3.733580,1.000000,0.999991
0.204496,3.741700,1.000000,0.999991
0.208698,3.743053,1.000000,0.999991
0.203096,3.745759,1.000000,0.999991
0.198894,3.749819,1.000000,0.999991
0.201695,3.756585,1.000000,0.999991
0.205897,3.757938,1.000000,0.999991
0.205897,3.763351,1.000000,0.999991
0.204496,3.766058,1.000000,0.999991
0.203096,3.771471,1.000000,0.999981
0.200294,3.774177,1.000000,0.999981
0.203096,3.780943,1.000000,0.999981
0.208698,3.779590,1.000000,0.999981
0.205897,3.790416,1.000000,0.999981
0.205897,3.794476,1.000000,0.999981
0.204496,3.794476,1.000000,0.999981
0.201695,3.797182,1.000000,0.999981
0.204496,3.803949,1.000000,0.999981
0.203096,3.806655,1.000000,0.999981
0.204496,3.814774,1.000000,0.999981
0.207298,3.818834,1.000000,0.999981
0.201695,3.822894,1.000000,0.999981
0.204496,3.826954,1.000000,0.999972
0.205897,3.833720,1.000000,0.999972
0.204496,3.837779,1.000000,0.999972
0.207298,3.835073,1.000000,0.999972
0.200294,3.843192,1.000000,0.999972
0.207298,3.848605,1.000000,0.999972
0.204496,3.854018,1.000000,0.999972
0.203096,3.860785,1.000000,0.999972
0.204496,3.863491,1.000000,0.999972
0.205897,3.866197,1.000000,0.999972
0.204496,3.871610,1.000000,0.999972
0.208698,3.874317,1.000000,0.999972
0.200294,3.881083,1.000000,0.999972
0.205897,3.883790,1.000000,0.999963
0.205897,3.890556,1.000000,0.999963
0.203096,3.893262,1.000000,0.999963
0.207298,3.898675,1.000000,0.999963
0.207298,3.902735,1.000000,0.999963
0.204496,3.905441,1.000000,0.999963
0.204496,3.912208,1.000000,0.999963
0.204496,3.913561,1.000000,0.999963
0.204496,3.916267,1.000000,0.999963
0.207298,3.924387,1.000000,0.999963
0.204496,3.929800,1.000000,0.999963
0.204496,3.933859,1.000000,0.999963
0.204496,3.937919,1.000000,0.999963
0.204496,3.941979,1.000000,0.999954
0.204496,3.950098,1.000000,0.999954
0.205897,3.952805,1.000000,0.999954
0.203096,3.956864,1.000000,0.999954
0.203096,3.960924,1.000000,0.999954
0.210099,3.962277,1.000000,0.999954
0.205897,3.966337,1.000000,0.999954
0.205897,3.974457,1.000000,0.999954
0.204496,3.979869,1.000000,0.999954
0.205897,3.982576,1.000000,0.999954
0.204496,3.989342,1.000000,0.999954
0.204496,3.996108,1.000000,0.999954
0.205897,3.998815,1.000000,0.999944
0.205897,4.004228,1.000000,0.999944
0.204496,4.005581,1.000000,0.999944
0.207298,4.012347,1.000000,0.999944
0.201695,4.015054,1.000000,0.999944
0.205897,4.024526,1.000000,0.999944
0.207298,4.025880,1.000000,0.999944
0.205897,4.028586,1.000000,0.999944
