Load Cell1,Load Cell2,Muscle Length 1, Muscle Length2
0.523847,0.073075,1.000000,1.000000
0.525247,0.071721,1.000000,1.000000
0.528049,0.074428,1.000000,1.000000
0.529449,0.073075,1.000000,1.000000
0.523847,0.074428,1.000000,1.000000
0.526648,0.073075,1.000000,1.000000
0.526648,0.074428,1.000000,1.000000
0.525247,0.071721,1.000000,1.000000
0.523847,0.078488,1.000000,1.000000
0.528049,0.071721,1.000000,1.000000
0.526648,0.074428,1.000000,1.000000
0.525247,0.074428,1.000000,1.000000
0.525247,0.074428,1.000000,1.000000
0.526648,0.073075,1.000000,1.000000
0.529449,0.077134,1.000000,1.000000
0.528049,0.071721,1.000000,1.000000
0.528049,0.074428,1.000000,1.000000
0.525247,0.074428,1.000000,1.000000
0.526648,0.074428,1.000000,1.000000
0.529449,0.077134,1.000000,1.000000
0.528049,0.074428,1.000000,1.000000
0.525247,0.074428,1.000000,1.000000
0.528049,0.071721,1.000000,1.000000
0.532251,0.071721,1.000000,1.000000
0.529449,0.078488,1.000000,1.000000
0.529449,0.073075,1.000000,1.000000
0.529449,0.074428,1.000000,1.000000
0.533651,0.078488,1.000000,1.000000
0.529449,0.078488,1.000000,1.000000
0.526648,0.071721,1.000000,1.000000
0.526648,0.077134,1.000000,1.000000
0.528049,0.074428,1.000000,1.000000
0.529449,0.075781,1.000000,1.000000
0.528049,0.077134,1.000000,1.000000
0.525247,0.075781,1.000000,1.000000
0.526648,0.074428,1.000000,1.000000
0.526648,0.073075,1.000000,1.000000
0.528049,0.075781,1.000000,1.000000
0.526648,0.075781,1.000000,1.000000
0.525247,0.074428,1.000000,1.000000
0.532251,0.078488,1.000000,1.000000
0.528049,0.071721,1.000000,1.000000
0.528049,0.074428,1.000000,1.000000
0.532251,0.077134,1.000000,1.000000
0.528049,0.074428,1.000000,1.000000
0.529449,0.075781,1.000000,1.000000
0.528049,0.075781,1.000000,1.000000
0.528049,0.074428,1.000000,1.000000
0.528049,0.074428,1.000000,1.000000
0.526648,0.074428,1.000000,1.000000
0.529449,0.074428,1.000000,1.000000
0.530850,0.075781,1.000000,1.000000
0.530850,0.077134,1.000000,1.000000
0.529449,0.071721,1.000000,1.000000
0.525247,0.079841,1.000000,1.000000
0.529449,0.077134,1.000000,1.000000
0.529449,0.079841,1.000000,1.000000
0.532251,0.075781,1.000000,1.000000
0.526648,0.078488,1.000000,1.000000
0.535052,0.077134,1.000000,1.000000
0.528049,0.074428,1.000000,1.000000
0.525247,0.074428,1.000000,1.000000
0.530850,0.073075,1.000000,1.000000
0.528049,0.077134,1.000000,1.000000
0.528049,0.073075,1.000000,1.000000
0.523847,0.077134,1.000000,1.000000
0.526648,0.075781,1.000000,1.000000
0.528049,0.077134,1.000000,1.000000
0.526648,0.071721,1.000000,1.000000
0.530850,0.073075,1.000000,1.000000
0.519645,0.075781,1.000000,1.000000
0.526648,0.075781,1.000000,1.000000
0.528049,0.074428,1.000000,1.000000
0.530850,0.073075,1.000000,1.000000
0.528049,0.074428,1.000000,1.000000
0.529449,0.073075,1.000000,1.000000
0.526648,0.074428,1.000000,1.000000
0.529449,0.071721,1.000000,1.000000
0.528049,0.073075,1.000000,1.000000
0.526648,0.073075,1.000000,1.000000
0.526648,0.073075,1.000000,1.000000
0.526648,0.074428,1.000000,1.000000
0.528049,0.074428,1.000000,1.000000
0.526648,0.077134,1.000000,1.000000
0.526648,0.075781,1.000000,1.000000
0.530850,0.071721,1.000000,1.000000
0.523847,0.075781,1.000000,1.000000
0.530850,0.071721,1.000000,1.000000
0.526648,0.079841,1.000000,1.000000
0.526648,0.073075,1.000000,1.000000
0.522446,0.071721,1.000000,1.000000
0.529449,0.075781,1.000000,1.000000
0.526648,0.075781,1.000000,1.000000
0.528049,0.073075,1.000000,1.000000
0.530850,0.071721,1.000000,1.000000
0.529449,0.074428,1.000000,1.000000
0.530850,0.077134,1.000000,1.000000
0.523847,0.074428,1.000000,1.000000
0.526648,0.073075,1.000000,1.000000
0.528049,0.077134,1.000000,1.000000
0.529449,0.071721,1.000000,1.000000
0.525247,0.073075,1.000000,1.000000
0.523847,0.067662,1.000000,1.000000
0.526648,0.074428,1.000000,1.000000
0.525247,0.066309,1.000000,1.000000
0.528049,0.075781,1.000000,1.000000
0.525247,0.073075,1.000000,1.000000
0.526648,0.073075,1.000000,1.000000
0.525247,0.075781,1.000000,1.000000
0.526648,0.074428,1.000000,1.000000
0.526648,0.069015,1.000000,1.000000
0.528049,0.074428,1.000000,1.000000
0.526648,0.071721,1.000000,1.000000
0.526648,0.074428,1.000000,1.000000
0.523847,0.071721,1.000000,1.000000
0.523847,0.077134,1.000000,1.000000
0.525247,0.071721,1.000000,1.000000
0.525247,0.074428,1.000000,1.000000
0.523847,0.073075,1.000000,1.000000
0.526648,0.073075,1.000000,1.000000
0.525247,0.067662,1.000000,1.000000
0.528049,0.071721,1.000000,1.000000
0.525247,0.074428,1.000000,1.000000
0.530850,0.073075,1.000000,1.000000
0.525247,0.071721,1.000000,1.000000
0.525247,0.071721,1.000000,1.000000
0.526648,0.070368,1.000000,1.000000
0.526648,0.071721,1.000000,1.000000
0.526648,0.073075,1.000000,1.000000
0.525247,0.071721,1.000000,1.000000
0.528049,0.073075,1.000000,1.000000
0.526648,0.075781,1.000000,1.000000
0.521045,0.074428,1.000000,1.000000
0.526648,0.071721,1.000000,1.000000
0.519645,0.071721,1.000000,1.000000
0.521045,0.073075,1.000000,1.000000
0.525247,0.071721,1.000000,1.000000
0.526648,0.071721,1.000000,1.000000
0.526648,0.071721,1.000000,1.000000
0.525247,0.069015,1.000000,1.000000
0.525247,0.071721,1.000000,1.000000
0.525247,0.073075,1.000000,1.000000
