Load Cell1,Load Cell2,Muscle Length 1, Muscle Length2
0.476224,0.028418,1.000000,1.000000
0.470622,0.028418,1.000000,1.000000
0.474823,0.027065,1.000000,1.000000
0.477625,0.027065,1.000000,1.000000
0.479025,0.027065,1.000000,1.000000
0.467820,0.031124,1.000000,1.000000
0.474823,0.023005,1.000000,1.000000
0.474823,0.029771,1.000000,1.000000
0.473423,0.029771,1.000000,1.000000
0.473423,0.025711,1.000000,1.000000
0.470622,0.031124,1.000000,1.000000
0.479025,0.028418,1.000000,1.000000
0.473423,0.029771,1.000000,1.000000
0.473423,0.021652,1.000000,1.000000
0.472022,0.029771,1.000000,1.000000
0.474823,0.024358,1.000000,1.000000
0.473423,0.028418,1.000000,1.000000
0.474823,0.025711,1.000000,1.000000
0.465019,0.027065,1.000000,1.000000
0.474823,0.027065,1.000000,1.000000
0.466420,0.027065,1.000000,1.000000
0.473423,0.020299,1.000000,1.000000
0.472022,0.023005,1.000000,1.000000
0.474823,0.029771,1.000000,1.000000
0.472022,0.027065,1.000000,1.000000
0.472022,0.023005,1.000000,1.000000
0.473423,0.031124,1.000000,1.000000
0.474823,0.025711,1.000000,1.000000
0.474823,0.027065,1.000000,1.000000
0.476224,0.031124,1.000000,1.000000
0.474823,0.029771,1.000000,1.000000
0.474823,0.024358,1.000000,1.000000
0.473423,0.032478,1.000000,1.000000
0.469221,0.027065,1.000000,1.000000
0.469221,0.028418,1.000000,1.000000
0.476224,0.024358,1.000000,1.000000
0.474823,0.024358,1.000000,1.000000
0.472022,0.027065,1.000000,1.000000
0.474823,0.027065,1.000000,1.000000
0.474823,0.027065,1.000000,1.000000
0.473423,0.023005,1.000000,1.000000
0.469221,0.031124,1.000000,1.000000
0.473423,0.024358,1.000000,1.000000
0.474823,0.025711,1.000000,1.000000
0.472022,0.027065,1.000000,1.000000
0.473423,0.028418,1.000000,1.000000
0.473423,0.024358,1.000000,1.000000
0.477625,0.025711,1.000000,1.000000
0.473423,0.024358,1.000000,1.000000
0.474823,0.020299,1.000000,1.000000
0.474823,0.027065,1.000000,1.000000
0.473423,0.025711,1.000000,1.000000
0.473423,0.028418,1.000000,1.000000
0.480426,0.025711,1.000000,1.000000
0.476224,0.025711,1.000000,1.000000
0.474823,0.029771,1.000000,1.000000
0.474823,0.024358,1.000000,1.000000
