Load Cell1,Load Cell2,Muscle Length 1, Muscle Length2
0.418797,3.268066,1.000000,1.000000
0.422999,3.264007,1.000000,1.000000
0.421598,3.258594,1.000000,1.000000
0.413194,3.262653,1.000000,1.000000
0.417396,3.261300,1.000000,1.000000
0.415996,3.266713,1.000000,1.000000
0.410393,3.262653,1.000000,1.000000
0.417396,3.261300,1.000000,1.000000
0.417396,3.257240,1.000000,1.000000
0.417396,3.262653,1.000000,1.000000
0.414595,3.259947,1.000000,1.000000
0.415996,3.261300,1.000000,1.000000
0.417396,3.258594,1.000000,1.000000
0.414595,3.261300,1.000000,1.000000
0.410393,3.255887,1.000000,1.000000
0.415996,3.261300,1.000000,1.000000
0.415996,3.255887,1.000000,1.000000
0.424400,3.262653,1.000000,1.000000
0.418797,3.261300,1.000000,1.000000
0.417396,3.262653,1.000000,1.000000
0.418797,3.259947,1.000000,1.000000
0.414595,3.257240,1.000000,1.000000
0.410393,3.253181,1.000000,1.000000
0.414595,3.257240,1.000000,1.000000
0.415996,3.254534,1.000000,1.000000
0.414595,3.247768,1.000000,1.000000
0.418797,3.255887,1.000000,1.000000
0.415996,3.254534,1.000000,1.000000
0.413194,3.255887,1.000000,1.000000
0.414595,3.255887,1.000000,1.000000
0.417396,3.254534,1.000000,1.000000
0.415996,3.253181,1.000000,1.000000
0.411794,3.251827,1.000000,1.000000
0.413194,3.250474,1.000000,1.000000
0.417396,3.250474,1.000000,1.000000
0.414595,3.250474,1.000000,1.000000
0.421598,3.250474,1.000000,1.000000
0.417396,3.250474,1.000000,1.000000
0.415996,3.254534,1.000000,1.000000
0.411794,3.251827,1.000000,1.000000
0.417396,3.251827,1.000000,1.000000
0.413194,3.251827,1.000000,1.000000
0.413194,3.247768,1.000000,1.000000
0.413194,3.245061,1.000000,1.000000
0.417396,3.247768,1.000000,1.000000
0.418797,3.245061,1.000000,1.000000
0.420198,3.247768,1.000000,1.000000
0.415996,3.246415,1.000000,1.000000
0.417396,3.245061,1.000000,1.000000
0.415996,3.239648,1.000000,1.000000
0.415996,3.245061,1.000000,1.000000
0.420198,3.242355,1.000000,1.000000
0.415996,3.242355,1.000000,1.000000
0.417396,3.246415,1.000000,1.000000
0.418797,3.242355,1.000000,1.000000
0.417396,3.238295,1.000000,1.000000
0.417396,3.246415,1.000000,1.000000
0.417396,3.247768,1.000000,1.000000
0.415996,3.242355,1.000000,1.000000
0.420198,3.242355,1.000000,1.000000
0.410393,3.243708,1.000000,1.000000
0.414595,3.243708,1.000000,1.000000
0.417396,3.245061,1.000000,1.000000
0.421598,3.238295,1.000000,1.000000
0.417396,3.239648,1.000000,1.000000
0.415996,3.238295,1.000000,1.000000
0.413194,3.239648,1.000000,1.000000
0.417396,3.238295,1.000000,1.000000
0.413194,3.236942,1.000000,1.000000
0.417396,3.236942,1.000000,1.000000
0.417396,3.239648,1.000000,1.000000
0.418797,3.234235,1.000000,1.000000
0.415996,3.235589,1.000000,1.000000
0.414595,3.231529,1.000000,1.000000
0.420198,3.232882,1.000000,1.000000
0.417396,3.231529,1.000000,1.000000
0.418797,3.235589,1.000000,1.000000
0.415996,3.232882,1.000000,1.000000
0.417396,3.234235,1.000000,1.000000
0.411794,3.228822,1.000000,1.000000
0.417396,3.232882,1.000000,1.000000
0.414595,3.231529,1.000000,1.000000
0.418797,3.228822,1.000000,1.000000
0.418797,3.230176,1.000000,1.000000
0.415996,3.232882,1.000000,1.000000
0.418797,3.231529,1.000000,1.000000
0.417396,3.228822,1.000000,1.000000
0.420198,3.232882,1.000000,1.000000
0.427201,3.223409,1.000000,1.000000
0.417396,3.228822,1.000000,1.000000
0.420198,3.226116,1.000000,1.000000
0.420198,3.232882,1.000000,1.000000
0.418797,3.227469,1.000000,1.000000
0.424400,3.226116,1.000000,1.000000
0.421598,3.220703,1.000000,1.000000
0.418797,3.228822,1.000000,1.000000
0.420198,3.226116,1.000000,1.000000
0.420198,3.227469,1.000000,1.000000
0.413194,3.222056,1.000000,1.000000
0.420198,3.228822,1.000000,1.000000
0.415996,3.219350,1.000000,1.000000
0.415996,3.219350,1.000000,1.000000
0.417396,3.222056,1.000000,1.000000
0.418797,3.220703,1.000000,1.000000
0.418797,3.223409,1.000000,1.000000
0.418797,3.223409,1.000000,1.000000
0.414595,3.222056,1.000000,1.000000
0.420198,3.220703,1.000000,1.000000
0.411794,3.213937,1.000000,1.000000
0.417396,3.222056,1.000000,1.000000
0.421598,3.216643,1.000000,1.000000
0.421598,3.217997,1.000000,1.000000
0.421598,3.215290,1.000000,1.000000
0.415996,3.217997,1.000000,1.000000
0.414595,3.219350,1.000000,1.000000
0.418797,3.219350,1.000000,1.000000
0.417396,3.219350,1.000000,1.000000
0.413194,3.217997,1.000000,1.000000
0.415996,3.216643,1.000000,1.000000
0.418797,3.213937,1.000000,1.000000
0.421598,3.216643,1.000000,1.000000
0.417396,3.220703,1.000000,1.000000
0.418797,3.212584,1.000000,1.000000
0.417396,3.213937,1.000000,1.000000
0.420198,3.219350,1.000000,1.000000
0.420198,3.215290,1.000000,1.000000
0.421598,3.215290,1.000000,1.000000
0.417396,3.209877,1.000000,1.000000
0.415996,3.212584,1.000000,1.000000
0.420198,3.215290,1.000000,1.000000
0.422999,3.209877,1.000000,1.000000
0.422999,3.212584,1.000000,1.000000
0.417396,3.213937,1.000000,1.000000
0.422999,3.215290,1.000000,1.000000
0.417396,3.209877,1.000000,1.000000
0.418797,3.209877,1.000000,1.000000
0.417396,3.209877,1.000000,1.000000
0.418797,3.208524,1.000000,1.000000
0.413194,3.209877,1.000000,1.000000
0.417396,3.209877,1.000000,1.000000
0.415996,3.211230,1.000000,1.000000
0.415996,3.209877,1.000000,1.000000
0.417396,3.201758,1.000000,1.000000
0.417396,3.207171,1.000000,1.000000
0.418797,3.207171,1.000000,1.000000
0.422999,3.208524,1.000000,1.000000
0.413194,3.208524,1.000000,1.000000
0.417396,3.204464,1.000000,1.000000
0.418797,3.209877,1.000000,1.000000
0.415996,3.207171,1.000000,1.000000
0.421598,3.207171,1.000000,1.000000
0.417396,3.203111,1.000000,1.000000
0.421598,3.208524,1.000000,1.000000
0.420198,3.205817,1.000000,1.000000
0.420198,3.203111,1.000000,1.000000
0.414595,3.203111,1.000000,1.000000
0.418797,3.203111,1.000000,1.000000
0.420198,3.201758,1.000000,1.000000
0.417396,3.205817,1.000000,1.000000
0.417396,3.203111,1.000000,1.000000
0.420198,3.197698,1.000000,1.000000
0.418797,3.200404,1.000000,1.000000
0.418797,3.201758,1.000000,1.000000
0.417396,3.201758,1.000000,1.000000
0.417396,3.201758,1.000000,1.000000
